n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
5839,       8452607,       8446780,       4851,       65796,       33524,       417
5840,       8455758,       8449930,       4960,       65707,       33419,       418
5841,       8456864,       8451035,       4988,       65727,       33422,       412
5842,       8460822,       8454992,       4936,       65837,       33582,       412
5843,       8462217,       8456386,       4994,       65817,       33569,       412
5844,       8467492,       8461660,       4887,       65775,       33484,       411
5845,       8470608,       8464775,       4967,       65842,       33527,       409
5846,       8475752,       8469918,       4924,       65854,       33509,       410
5847,       8476478,       8470643,       4697,       65873,       33534,       400
5848,       8477390,       8471554,       4652,       65935,       33560,       397
5849,       8481713,       8475876,       4726,       65956,       33550,       395
5850,       8482625,       8476787,       4655,       65915,       33574,       398
5851,       8485272,       8479433,       4714,       65923,       33568,       420
5852,       8486512,       8480672,       4863,       65888,       33550,       415
5853,       8487500,       8481659,       4834,       65896,       33545,       394
5854,       8490331,       8484489,       4660,       65994,       33598,       399
5855,       8492882,       8487039,       4729,       66025,       33670,       413
5856,       8495143,       8489299,       4787,       66030,       33706,       400
5857,       8496610,       8490765,       4777,       66030,       33688,       393
5858,       8497106,       8491260,       4763,       66021,       33622,       414
5859,       8501221,       8495374,       4809,       66082,       33690,       407
5860,       8503482,       8497634,       4744,       66031,       33646,       400
5861,       8507868,       8502019,       4703,       66055,       33647,       396
5862,       8507882,       8502032,       4728,       66109,       33729,       396
5863,       8513643,       8507792,       4672,       66067,       33631,       396
5864,       8514313,       8508461,       4685,       66116,       33640,       400
5865,       8517721,       8511868,       4742,       66136,       33689,       399
5866,       8520504,       8514650,       4676,       66169,       33805,       394
5867,       8525963,       8520108,       4695,       66211,       33812,       396
5868,       8529431,       8523575,       4773,       66186,       33713,       398
5869,       8531586,       8525729,       4791,       66177,       33688,       402
5870,       8532788,       8526930,       4812,       66195,       33691,       399
5871,       8533012,       8527153,       4983,       66231,       33738,       414
5872,       8536674,       8530814,       4780,       66181,       33644,       398
5873,       8536884,       8531023,       4684,       66192,       33642,       399
5874,       8539807,       8533945,       4862,       66221,       33736,       396
5875,       8545478,       8539615,       4695,       66288,       33744,       394
5876,       8546646,       8540782,       4708,       66332,       33779,       403
